,co-bps,4shot_id0 co-bps,vel R2,psth R2,dataset,path
0,-0.18755560852303832,,0.03643025467552424,-1.0376224270933254,mc_maze_scaling_20_split_100,mc_maze_small_20_gpfa_output_val.h5
